numeric_id_1,numeric_id_2
46243,0
5507,1
6250,1
8079,1
8176,1
26309,1
30268,1
31140,1
32338,1
32920,1
35358,1
35408,1
37818,1
39372,1
42688,1
45001,1
52703,1
53724,1
54063,1
55192,1
55261,1
56352,1
57532,1
58493,1
61780,1
61862,1
64419,1
64605,1
71050,1
78354,1
78367,1
79844,1
83095,1
83691,1
85701,1
85756,1
86321,1
87271,1
89069,1
90650,1
94483,1
95914,1
105992,1
108809,1
110345,1
112881,1
113417,1
119017,1
119034,1
120819,1
123076,1
125642,1
126773,1
128328,1
128864,1
130232,1
144643,1
149069,1
152296,1
155127,1
158403,1
161362,1
165361,1
37637,2
42177,2
129054,2
86321,3
143081,4
150073,4
155981,5
5507,6
35358,6
54063,6
112771,6
125642,6
143945,6
148669,6
6250,8
10097,8
39372,8
52703,8
73939,8
120819,8
124827,8
126773,8
129054,8
142031,8
156782,8
22804,10
31982,10
37232,10
52703,10
55261,10
58773,10
72998,10
76961,10
79844,10
83095,10
88248,10
105137,10
106247,10
112771,10
122822,10
123018,10
142031,10
153923,10
156782,10
26121,11
30268,11
32922,11
37818,11
50639,11
57532,11
64605,11
68078,11
85701,11
90650,11
102208,11
105992,11
111837,11
113074,11
113417,11
119034,11
125642,11
126323,11
128181,11
130232,11
130836,11
134716,11
141423,11
162211,11
113417,14
5507,15
36494,15
55192,15
61862,15
64605,15
97657,15
112901,15
152919,15
12134,17
23593,17
82895,17
90650,17
110345,17
120819,17
125642,17
128864,17
156782,17
63730,19
155127,19
163650,19
35408,20
75403,20
32338,21
11883,22
25289,22
39372,22
45477,22
58493,22
64605,22
88248,22
106247,22
110345,22
128276,22
142603,22
152296,22
155127,23
21412,26
59892,26
108809,26
112901,26
143081,26
6250,27
112881,27
161980,27
31982,29
32283,29
37818,29
61780,29
37637,30
71050,30
73939,30
113417,30
116867,30
124088,30
125642,30
129428,30
31140,31
31442,31
61862,31
122822,32
6250,33
71050,33
90650,33
104047,33
116867,33
373,36
8176,36
71050,36
90650,36
105181,36
116867,36
7329,37
10097,37
58493,37
144643,37
163138,37
5507,38
22887,38
31442,38
31982,38
32283,38
45001,38
54063,38
55890,38
57532,38
60588,38
61405,38
61862,38
64605,38
70195,38
71050,38
78367,38
83691,38
110345,38
113004,38
116648,38
116867,38
125642,38
128864,38
130232,38
146733,38
7329,39
25102,39
32283,39
35408,39
37818,39
59822,39
60588,39
61780,39
61862,39
62568,39
71050,39
78367,39
83691,39
89069,39
98090,39
104047,39
110345,39
115471,39
125603,39
125642,39
132936,39
152296,39
16379,40
55192,40
61862,40
86715,40
94979,40
104887,40
105181,40
113074,40
123018,40
128328,40
21412,41
73939,41
5507,42
61862,42
64605,42
144089,42
61405,43
32338,44
54063,44
155127,44
154536,45
155127,45
3215,46
40326,46
100028,46
105137,46
110345,46
112901,46
132759,46
162052,46
5507,47
6250,47
12134,47
30268,47
31982,47
32283,47
37818,47
52703,47
59892,47
60588,47
61862,47
62568,47
64605,47
71050,47
73081,47
78367,47
83691,47
94979,47
104047,47
110345,47
112881,47
119034,47
123018,47
124088,47
125642,47
127073,47
128864,47
129396,47
137274,47
139587,47
143081,47
146733,47
152296,47
161362,47
162052,47
165248,47
32338,48
10097,49
39372,49
64440,49
82471,49
113074,49
144643,49
161362,49
20371,50
37818,50
71050,50
51378,51
108809,51
132759,51
146733,51
116,53
30520,53
141493,53
32338,55
45001,55
73081,55
95914,55
128864,55
10097,56
32338,56
58493,56
66336,56
126773,56
155127,56
158403,56
161362,56
37818,59
61862,59
71050,59
122822,59
12134,60
16379,60
48390,60
54063,60
58736,60
60588,60
64605,60
78899,60
86321,60
89069,60
125642,60
7329,61
12134,61
63150,61
71050,61
78367,61
110345,61
116867,61
152296,61
10097,62
31982,62
144643,62
156782,62
13885,63
114669,63
22804,64
95914,64
117875,64
124827,64
150073,64
25102,65
35408,65
62568,65
83691,65
104047,65
108809,69
160024,69
9334,73
31982,73
32338,73
45001,73
52703,73
58773,73
60588,73
61862,73
64605,73
73750,73
78367,73
105992,73
108809,73
110345,73
119034,73
119716,73
122822,73
123018,73
128864,73
130232,73
160024,73
161362,73
7329,74
61862,74
155127,74
6250,75
39372,75
71050,75
110345,75
125642,75
144643,75
158403,75
161362,75
113004,76
125430,76
128328,76
155127,76
156782,76
116,77
5507,77
6250,77
11883,77
32338,77
